views,content,area,content_tokens
4,PEPE AGUILAR ELVLOG 150 NACE UNA ,2,"['pepe', 'aguilar', 'elvlog', '150', 'nace', 'una']"
3,LONDON WIRA NURMANSYAH TRAVEL VLOG ,4,"['london', 'wira', 'nurmansyah', 'travel', 'vlog']"
3,LONDON EYE ,2,"['london', 'eye']"
3,VEOG BALI VLOG ,3,"['veog', 'bali', 'vlog']"
4,STAR CHALLENGE DUBAI PUBG MOBILE VLOG ,3,"['star', 'challeng', 'dubai', 'pubg', 'mobil', 'vlog']"
4,Haftalik vlog ,3,"['haftalik', 'vlog']"
4,03 - ,2,"['03', '-']"
4,- 2009.02.05 ,2,"['-', '2009.02.05']"
3,NAJDZIWNIEJSZY dzien na HAWAJACH ,3,"['najdziwniejszi', 'dzien', 'na', 'hawajach']"
3,VLOG NO COPYRIGHT ,3,"['vlog', 'no', 'copyright']"
4,TYPES OF FRIENDS ,3,"['type', 'of', 'friend']"
3,the Juicy Vlog Making it Happen Vlog ,2,"['the', 'juici', 'vlog', 'make', 'it', 'happen', 'vlog']"
3,The science behind Ganga's Magic! ,3,"['the', 'scienc', 'behind', 'ganga', ""'s"", 'magic', '!']"
3,Behind the scenes shooting of my serial DAAYAN Aspiring Actors Must Watch ,3,"['behind', 'the', 'scene', 'shoot', 'of', 'my', 'serial', 'daayan', 'aspir', 'actor', 'must', 'watch']"
4,  ,0,[]
2,vlog ,2,['vlog']
2,LIFE WITH KIDS & NEW FLOORING ,2,"['life', 'with', 'kid', '&', 'new', 'floor']"
3,RELAX. EVERYTHING WILL BE OK. How I stay sane) ,3,"['relax', '.', 'everyth', 'will', 'be', 'ok.', 'how', 'i', 'stay', 'sane', ')']"
4,  ,0,[]
2,Cavapoo Puppy At Christmas ,4,"['cavapoo', 'puppi', 'at', 'christma']"
3,VLOG NO COPYRIGHT ,3,"['vlog', 'no', 'copyright']"
3,IDEMO NA TURNIR VLOG ,3,"['idemo', 'na', 'turnir', 'vlog']"
2,  ,0,[]
2,ROAD TRIP USA LOS ANGELES ,2,"['road', 'trip', 'usa', 'lo', 'angel']"
3,NA MOST AKKOR RAMKATTINTASZ VAGY SEM? ,2,"['na', 'most', 'akkor', 'ramkattintasz', 'vagi', 'sem', '?']"
3,GRUPO DE BRASILEIROS NoFgito Com Rogerio Enachev ,3,"['grupo', 'de', 'brasileiro', 'nofgito', 'com', 'rogerio', 'enachev']"
3,AMERIKA Hotpl VLOG BOLUM 1 ,3,"['amerika', 'hotpl', 'vlog', 'bolum', '1']"
3,VLOG NO COPYRIGHT ,3,"['vlog', 'no', 'copyright']"
3,saxo ,2,['saxo']
3,CAM NEWTON FELLASHIP ATL ,3,"['cam', 'newton', 'fellaship', 'atl']"
4,Thinb DON TET Vaong CUNG NHA CAM ,3,"['thinb', 'don', 'tet', 'vaong', 'cung', 'nha', 'cam']"
4,Picture Challenge ,3,"['pictur', 'challeng']"
4,ROCK NAJCUDNIJUS VLOG ,3,"['rock', 'najcudniju', 'vlog']"
3,VLOG ,2,['vlog']
3,MEDVLOG Primetros tias elo Internato ,3,"['medvlog', 'primetro', 'tia', 'elo', 'internato']"
3,SAHIL KASABASI ,2,"['sahil', 'kasabasi']"
2,PreSs REC LOL HERE NEW! VLOG TEKNIE DOWNLOAD o IEW ME ISTANBUL ,3,"['press', 'rec', 'lol', 'here', 'new', '!', 'vlog', 'tekni', 'download', 'o', 'iew', 'me', 'istanbul']"
4,LUA DE MEL ,2,"['lua', 'de', 'mel']"
2,ITS OVER WE'RE DONE ,3,"['it', 'over', 'we', ""'re"", 'done']"
5,FIRST TATTOO ,3,"['first', 'tattoo']"
3,  ,0,[]
2,The Real Life Of A Flight Attendant Viog 78 ,3,"['the', 'real', 'life', 'of', 'a', 'flight', 'attend', 'viog', '78']"
2,STARTING IS THE HARDEST PART. ,2,"['start', 'is', 'the', 'hardest', 'part', '.']"
3,  ,0,[]
4,v L O G ,2,"['v', 'l', 'o', 'g']"
3,AMSTERDAM'IN TADI ,3,"[""amsterdam'in"", 'tadi']"
3,VLOG NO COPYRIGHT ,3,"['vlog', 'no', 'copyright']"
3,POR QUE AFINAMOS ASI? ,3,"['por', 'que', 'afinamo', 'asi', '?']"
3,  ,0,[]
3,NOVE STAND ,3,"['nove', 'stand']"
3,Taiwan ,3,['taiwan']
3,AMELIYATHANEYE GIRDIK!! TIP FAKULTESI VLOGU ,2,"['ameliyathaney', 'girdik', '!', '!', 'tip', 'fakultesi', 'vlogu']"
4,I you ,2,"['i', 'you']"
2,WORLD'S LARGEST DAM TARBELA A DAM ,3,"['world', ""'s"", 'largest', 'dam', 'tarbela', 'a', 'dam']"
2,I CAN'T BELIEVE IT ,3,"['i', 'ca', ""n't"", 'believ', 'it']"
3,VLOG NO COPYRIGHT ,3,"['vlog', 'no', 'copyright']"
2,ANDAR DESCALZOS ,3,"['andar', 'descalzo']"
4,BALI TREK GHOST ,3,"['bali', 'trek', 'ghost']"
3,CLEMSON FOOTBAL THE VL ,2,"['clemson', 'footbal', 'the', 'vl']"
2,ANDAR DESCALZOS ,3,"['andar', 'descalzo']"
4,BALI TREK GHOST ,3,"['bali', 'trek', 'ghost']"
3,CLEMSON FOOTBAL THE VL ,2,"['clemson', 'footbal', 'the', 'vl']"
3,  ,0,[]
4,6 NGAY & NHAT BAN ,2,"['6', 'ngay', '&', 'nhat', 'ban']"
3,sex ,1,['sex']
3,Tulum ,3,['tulum']
4,Urodzinv na CAMPINGU!!! ,3,"['urodzinv', 'na', 'campingu', '!', '!', '!']"
3,Hobbit GLASS a vlog ,4,"['hobbit', 'glass', 'a', 'vlog']"
2,3 DIAS EM INTORINI ,3,"['3', 'dia', 'em', 'intorini']"
1,  ,0,[]
4,Wigilia W ? Przyczepie? ,2,"['wigilia', 'w', '?', 'przyczepi', '?']"
4,TAGIHANNYA MENCENGANGKAN ,3,"['tagihannya', 'mencengangkan']"
2,AMSTERDAM ,2,['amsterdam']
3,Sinterklaas feest ,3,"['sinterklaa', 'feest']"
4,E basto 00:02:49:35 editing T ,3,"['e', 'basto', '00:02:49:35', 'edit', 't']"
2,SUMPTO GLEEP ,2,"['sumpto', 'gleep']"
4,COREEA DE NORD ,3,"['coreea', 'de', 'nord']"
3,VLUG #20 HAKLELINA ,3,"['vlug', '#', '20', 'haklelina']"
0,DEMOLITION DAY ,2,"['demolit', 'day']"
3,Cancun ,3,['cancun']
3,  ,0,[]
4,STIEKEM BESPIEDEN! CHAS REC ,2,"['stiekem', 'bespieden', '!', 'cha', 'rec']"
3,SAO MIGUEL DOS MILAGRES ,3,"['sao', 'miguel', 'do', 'milagr']"
1,  ,0,[]
4,EP MUSIC BIG MOUNTAIN FESTIVAL 9 Before After dain ,3,"['ep', 'music', 'big', 'mountain', 'festiv', '9', 'befor', 'after', 'dain']"
1,A DAY IN MY LIFE AS A BACHELOR STUDENT CIVIL ENGINEERING UNIVERSITY OF TWENTE. ,3,"['a', 'day', 'in', 'my', 'life', 'as', 'a', 'bachelor', 'student', 'civil', 'engin', 'univers', 'of', 'twent', '.']"
3,  ,0,[]
3,AKSAM YEMEGINE 20 kisi MISAFIRIM VAR ,2,"['aksam', 'yemegin', '20', 'kisi', 'misafirim', 'var']"
3,MOROCCO PART I ,2,"['morocco', 'part', 'i']"
3,AILE ZiYARETi ,2,"['ail', 'ziyareti']"
3,nocreahn AeHb Cbemok NEPE3APPY3HM ,3,"['nocreahn', 'aehb', 'cbemok', 'nepe3appy3hm']"
2,MY BALAK SI MRS! BAKIT NAKA PATUNG ,3,"['my', 'balak', 'si', 'mr', '!', 'bakit', 'naka', 'patung']"
2,  ,0,[]
3,Horeee! 9 Appa 10 datang! ,4,"['horee', '!', '9', 'appa', '10', 'datang', '!']"
3,CAFE CETOGENICO ,3,"['cafe', 'cetogenico']"
3,  ,0,[]
5,  ,0,[]
2,Dream Station VLOG STAR SERIES Simon Phillips in Karachi ,4,"['dream', 'station', 'vlog', 'star', 'seri', 'simon', 'phillip', 'in', 'karachi']"
2,07 OR 11 ,1,"['07', 'or', '11']"
1,chiha! STORE G haul! ,3,"['chiha', '!', 'store', 'g', 'haul', '!']"
4,BEGUM SOK OLDU! ,3,"['begum', 'sok', 'oldu', '!']"
3,SBS NOW H - ,2,"['sb', 'now', 'h', '-']"
3,84 VLOG ,3,"['84', 'vlog']"
4,a ,1,['a']
4,ORKUN KOLUNU KIRDI! ,3,"['orkun', 'kolunu', 'kirdi', '!']"
0,  ,0,[]
3,Top Jobs Best Province $ Salary ,2,"['top', 'job', 'best', 'provinc', '$', 'salari']"
4,  ,0,[]
4,  ,0,[]
4,  ,0,[]
4,  ,0,[]
4,  ,0,[]
4,360 AHNSON'T INK ILLS LE ,2,"['360', 'ahnso', ""n't"", 'ink', 'ill', 'le']"
3,AD SAVING MY DEGREE ,3,"['ad', 'save', 'my', 'degre']"
0,School Mog ,3,"['school', 'mog']"
0,Newcastle Viog ,3,"['newcastl', 'viog']"
3,Headchones ,1,['headchon']
4,  ,0,[]
0,  ,0,[]
0,NIAGARA FALLS & CLIFTON HILL ,3,"['niagara', 'fall', '&', 'clifton', 'hill']"
0,  ,0,[]
0,A DAY IN A FILIPINO SCHOOL ,3,"['a', 'day', 'in', 'a', 'filipino', 'school']"
4,CN BEN 10 ,3,"['cn', 'ben', '10']"
5,II PAUSE!! -30 ,3,"['ii', 'paus', '!', '!', '-30']"
2,1 Andy ,2,"['1', 'andi']"
3,WEIDING Wedding Day ,3,"['weid', 'wed', 'day']"
2,London vlog #8 ,3,"['london', 'vlog', '#', '8']"
3,VLOG 142 (S14/E11) LO QUE MAL EMPIEZA... ,3,"['vlog', '142', '(', 's14/e11', ')', 'lo', 'que', 'mal', 'empieza', '...']"
4,2BESARON A ALGUIEN DEL MISMO SEXO? Culpable Culpable ,3,"['2besaron', 'a', 'alguien', 'del', 'mismo', 'sexo', '?', 'culpabl', 'culpabl']"
4,VLOG 141 (S14/E10) GARMIN PELIGRO EN TAYIKISTAN ,3,"['vlog', '141', '(', 's14/e10', ')', 'garmin', 'peligro', 'en', 'tayikistan']"
3,  ,0,[]
4,KUAKATA ,3,['kuakata']
3,MAROKKO VIOG ,2,"['marokko', 'viog']"
0,  ,0,[]
3,ES GAB STREIT! ,4,"['es', 'gab', 'streit', '!']"
4,  ,0,[]
2,  ,0,[]
2,  ,0,[]
0,  ,0,[]
2,-YURTLAR -YADYOK - KUTUPHANE -SPOR BOGAZICI KILYOS TANITIM ,3,"['-yurtlar', '-yadyok', '-', 'kutuphan', '-spor', 'bogazici', 'kilyo', 'tanitim']"
0,VideaShow ,1,['videashow']
3,Barbie ,2,['barbi']
4,72 Gid Tren Dao Hon San ,3,"['72', 'gid', 'tren', 'dao', 'hon', 'san']"
2,a I THE COMMANDOS ,2,"['a', 'i', 'the', 'commando']"
4,PECH W Przyczepie !!! ,2,"['pech', 'w', 'przyczepi', '!', '!', '!']"
3,GAZDI! EZT NE CSINALD! ,3,"['gazdi', '!', 'ezt', 'ne', 'csinald', '!']"
2,Jag ramia NER!! ,3,"['jag', 'ramia', 'ner', '!', '!']"
2,  ,0,[]
3,Mi historia de MALTRATO ,2,"['mi', 'historia', 'de', 'maltrato']"
0,IN ,4,['in']
0,  ,0,[]
0,  ,0,[]
2,Spay Surgery Recovery ,3,"['spay', 'surgeri', 'recoveri']"
0,VLOG ABOUT NOTHING ,3,"['vlog', 'about', 'noth']"
0,  ,0,[]
4,  ,0,[]
0,JUNGLE VLOG ,2,"['jungl', 'vlog']"
3,Wo geht es hin? Wir verlassen Deutschland! ,2,"['wo', 'geht', 'es', 'hin', '?', 'wir', 'verlassen', 'deutschland', '!']"
3,  ,0,[]
0,  ,0,[]
0,  ,0,[]
0,  ,0,[]
1,ZXMCO ,1,['zxmco']
4,SHO PEPE AGUILAR EL VLOG 154 BODA Y FIESTAS DECEMBRINAS TAYAHUA EN EL LVlog 2.0 ,3,"['sho', 'pepe', 'aguilar', 'el', 'vlog', '154', 'boda', 'y', 'fiesta', 'decembrina', 'tayahua', 'en', 'el', 'lvlog', '2.0']"
3,  ,0,[]
3,NAJLEPSZE W POLSCE ,2,"['najlepsz', 'w', 'polsc']"
3,KTO 4on YCTONT ,4,"['kto', '4on', 'yctont']"
4,"DiSNEYLAND ""iN DROMENLAND ",4,"['disneyland', '``', 'in', 'dromenland']"
2,Study Vlog ,2,"['studi', 'vlog']"
1,WOW! LECHON! ,3,"['wow', '!', 'lechon', '!']"
4,WARTE SWOJEJ CENY? ,2,"['wart', 'swojej', 'ceni', '?']"
3,Wjazd do Vana !!! ,2,"['wjazd', 'do', 'vana', '!', '!', '!']"
2,TAICHUNG VLOG 2 ,2,"['taichung', 'vlog', '2']"
3,  ,0,[]
2,mi mama se fue de Corea ,3,"['mi', 'mama', 'se', 'fue', 'de', 'corea']"
2,3 MUSKIE NEW SECRET BAIT MORNING! ,3,"['3', 'muski', 'new', 'secret', 'bait', 'morn', '!']"
3,IT'S BETTER TO WEAR a HI VIZ WEST THAN A WOODEN ODEN THE OVERCOAT ,3,"['it', ""'s"", 'better', 'to', 'wear', 'a', 'hi', 'viz', 'west', 'than', 'a', 'wooden', 'oden', 'the', 'overcoat']"
4,SQUISHES REAL FOOD VS ,3,"['squish', 'real', 'food', 'vs']"
3,POLLO AL HORNO FACIL YJUGOSO ,3,"['pollo', 'al', 'horno', 'facil', 'yjugoso']"
1,purple. 1 VIXX VLOG FAN-MEETING ,2,"['purpl', '.', '1', 'vixx', 'vlog', 'fan-meet']"
3,  ,0,[]
3,Thank Day ,3,"['thank', 'day']"
0,  ,0,[]
2,RFC VLOG Hidup sehari-hari DI KOREA ,3,"['rfc', 'vlog', 'hidup', 'sehari-hari', 'di', 'korea']"
3,  ,0,[]
0,  ,0,[]
3,So stolz auf meinen Mann Neuer Job! ,2,"['so', 'stolz', 'auf', 'meinen', 'mann', 'neuer', 'job', '!']"
2,  ,0,[]
3,  ,0,[]
0,  ,0,[]
0,  ,0,[]
0,Partl ,2,['partl']
2,CARGO DEFENSE #2 Game Dev VLOG ,3,"['cargo', 'defens', '#', '2', 'game', 'dev', 'vlog']"
4,SLIME 3 UNICORN TEST ,2,"['slime', '3', 'unicorn', 'test']"
0,  ,0,[]
1,  ,0,[]
2,BENEFICIOS DE LA SAUNA ,3,"['beneficio', 'de', 'la', 'sauna']"
2,RESORT & sen Disney Cruise CASTAWAY CAY ,3,"['resort', '&', 'sen', 'disney', 'cruis', 'castaway', 'cay']"
0,  ,0,[]
4,leve THE LEVEL SHOW EP 09 ,3,"['leve', 'the', 'level', 'show', 'ep', '09']"
4,  ,0,[]
0,  ,0,[]
4,Barlie ,2,['barli']
1,EEN DAG UIT MIJN LEVEN ALS BACHELOR STUDENT GEZONDHEIDSWETENSCHAPPEN UNIVERSITY OF TWENTE. ,3,"['een', 'dag', 'uit', 'mijn', 'leven', 'al', 'bachelor', 'student', 'gezondheidswetenschappen', 'univers', 'of', 'twent', '.']"
2,3 DAY CRUISE WITH ROYAL CARIBBEAN ,3,"['3', 'day', 'cruis', 'with', 'royal', 'caribbean']"
2,What's in MY Travel Bag? ,4,"['what', ""'s"", 'in', 'my', 'travel', 'bag', '?']"
0,VUE ,1,['vue']
0,#Supper Bull Viog ,2,"['#', 'supper', 'bull', 'viog']"
2,VERDES ,2,['verd']
2,VAN DE AARDBODEM VERDWENEN #TEAM TRIPLETS ,3,"['van', 'de', 'aardbodem', 'verdwenen', '#', 'team', 'triplet']"
2,  ,0,[]
3,VLOG NO COPYRIGHT ,3,"['vlog', 'no', 'copyright']"
1,Mudando de nove Vlog a Zeny Costa ,2,"['mudando', 'de', 'nove', 'vlog', 'a', 'zeni', 'costa']"
2,  ,0,[]
2,? ,2,['?']
4,To jest WAZ!!! ,3,"['to', 'jest', 'waz', '!', '!', '!']"
3,  ,0,[]
1,Giam ste Manh Trong 1 Not Nhac x x ,4,"['giam', 'ste', 'manh', 'trong', '1', 'not', 'nhac', 'x', 'x']"
3,  ,0,[]
0,  ,0,[]
1,Vlogs ,2,['vlog']
0,  ,0,[]
0,  ,0,[]
0,  ,0,[]
0,#2 NO ,2,"['#', '2', 'no']"
3,VLOG NO COPYRIGHT ,3,"['vlog', 'no', 'copyright']"
0,WBD - ,1,"['wbd', '-']"
2,November ,1,['novemb']
3,"WAT ZECT DE PRINSES?"" II ",3,"['wat', 'zect', 'de', 'prins', '?', ""''"", 'ii']"
0,VLOG! Forest Walk Babakan Siliwangi Bandung ,3,"['vlog', '!', 'forest', 'walk', 'babakan', 'siliwangi', 'bandung']"
2,VLOGMAS 10 ,2,"['vlogma', '10']"
4,VERKLEDEN ALS PRINSES ,3,"['verkleden', 'al', 'prins']"
0,LMU TOU ,2,"['lmu', 'tou']"
0,  ,0,[]
0,VLOG #1 COMO ANDAR EN LONGBOARD ,3,"['vlog', '#', '1', 'como', 'andar', 'en', 'longboard']"
2,  ,0,[]
0,  ,0,[]
0,  ,0,[]
0,  ,0,[]
1,98 motos E um REBOQUE ,3,"['98', 'moto', 'e', 'um', 'reboqu']"
0,  ,0,[]
0,VIOGMAS #3 BEAR DOWN ,2,"['viogma', '#', '3', 'bear', 'down']"
4,EL ULTIMO GANA IPHONE ,2,"['el', 'ultimo', 'gana', 'iphon']"
0,  ,0,[]
0,  ,0,[]
0,4TO Mill HALLAM? ,2,"['4to', 'mill', 'hallam', '?']"
0,  ,0,[]
0,  ,0,[]
3,  ,0,[]
0,SE Wey ,2,"['se', 'wey']"
4,APASIONADO CON LENGUA PELIGROSO SPI ,3,"['apasionado', 'con', 'lengua', 'peligroso', 'spi']"
0,In ,4,['in']
1,  ,0,[]
4,"Princesa Te amo mucho Y yo te amo a tl, no veo la hora de dejar a Evelyn para estar juntos ",3,"['princesa', 'te', 'amo', 'mucho', 'y', 'yo', 'te', 'amo', 'a', 'tl', ',', 'no', 'veo', 'la', 'hora', 'de', 'dejar', 'a', 'evelyn', 'para', 'estar', 'junto']"
4,RETOS ,2,['reto']
0,12-02 Md ,1,"['12-02', 'md']"
0,  ,0,[]
0,KitKat ,2,['kitkat']
0,12-02 Md ,1,"['12-02', 'md']"
0,KitKat ,2,['kitkat']
0,  ,0,[]
0,[V-log] ,1,"['[', 'v-log', ']']"
0,  ,0,[]
1,  ,0,[]
0,purple. My daily life ,2,"['purpl', '.', 'my', 'daili', 'life']"
0,  ,0,[]
0,Boyfriend: Single? Fav food? QUA with RYA BRIEL ,4,"['boyfriend', ':', 'singl', '?', 'fav', 'food', '?', 'qua', 'with', 'rya', 'briel']"
0,  ,0,[]
0,8:10 ,2,['8:10']
3,CAMBIN YMHBIN B MNPE ,3,"['cambin', 'ymhbin', 'b', 'mnpe']"
3,PIATEK ,3,['piatek']
3,PIATER ,3,['piater']
3,  ,0,[]
3,paris ,2,['pari']
4,DAY IN MY LIFE VLOG ,2,"['day', 'in', 'my', 'life', 'vlog']"
4,senior year morning routine ,3,"['senior', 'year', 'morn', 'routin']"
4,RS ,2,['rs']
3,  ,0,[]
3,AUGUST VLOG! ,3,"['august', 'vlog', '!']"
2,3 DAYS IN ICELAND ,3,"['3', 'day', 'in', 'iceland']"
4,#1 ,2,"['#', '1']"
5,  ,0,[]
3,Jordan TRAVEL VLOG ,2,"['jordan', 'travel', 'vlog']"
3,travel vlog BANFF ,3,"['travel', 'vlog', 'banff']"
3,  ,0,[]
3,first DAY OF COLLEGE ,3,"['first', 'day', 'of', 'colleg']"
4,REACT!!! OUR FIRST VLOG ,3,"['react', '!', '!', '!', 'our', 'first', 'vlog']"
4,  ,0,[]
3,Au Pr ,2,"['au', 'pr']"
4,"SEATTLE PAX WEST, LAS VEGAS, & FOOD! ",3,"['seattl', 'pax', 'west', ',', 'la', 'vega', ',', '&', 'food', '!']"
4,  ,0,[]
3,400K GIVEAWAY ,3,"['400k', 'giveaway']"
3,FIRST DAY DE SCHOOL 5TH YEAR OF TEACHING FIRST WEEK OF SCHOOL ,3,"['first', 'day', 'de', 'school', '5th', 'year', 'of', 'teach', 'first', 'week', 'of', 'school']"
3,VLOG NO COPYRIGHT ,3,"['vlog', 'no', 'copyright']"
3,001 ,1,['001']
3,THE TAJ ,3,"['the', 'taj']"
5,RATS E WATER SLIDE ,2,"['rat', 'e', 'water', 'slide']"
2,  ,0,[]
4,  ,0,[]
4,WHAT I EAT ,2,"['what', 'i', 'eat']"
4,moving Inea UNIVERSITY OF OXFORD ,3,"['move', 'inea', 'univers', 'of', 'oxford']"
4,MOMOs CHALLENGE ,2,"['momo', 'challeng']"
5,SHAWN'S I st HALLOWEEN ,3,"['shawn', ""'s"", 'i', 'st', 'halloween']"
3,  ,0,[]
5,HEALTHY OR NOT? NELLOW ,3,"['healthi', 'or', 'not', '?', 'nellow']"
2,EATING AROUND BROOKLYN ,2,"['eat', 'around', 'brooklyn']"
3,  ,0,[]
3,CHATTY UNIVERSITY VIOG ,3,"['chatti', 'univers', 'viog']"
4,krishna Jahmashtami Vlog ,3,"['krishna', 'jahmashtami', 'vlog']"
5,DANCE CHALLENGE ,3,"['danc', 'challeng']"
4,THE NEXT DUBAI? ,2,"['the', 'next', 'dubai', '?']"
3,T WE STAYED HERE ,2,"['t', 'we', 'stay', 'here']"
4,Leaving it all behind.... ,4,"['leav', 'it', 'all', 'behind', '....']"
2,Guidare a Roma e... vlog #73 ,2,"['guidar', 'a', 'roma', 'e', '...', 'vlog', '#', '73']"
4,  ,0,[]
4,TRY NOT TO GET SCARED CHALLENGE ,3,"['tri', 'not', 'to', 'get', 'scare', 'challeng']"
4,Declutter & Surprise Birthday ,3,"['declutt', '&', 'surpris', 'birthday']"
3,EARLY PREGNANCY VLOGS BABY LP ,2,"['earli', 'pregnanc', 'vlog', 'babi', 'lp']"
4,A day out with Maa ,2,"['a', 'day', 'out', 'with', 'maa']"
3,COLD HOUSE MEDIA ,2,"['cold', 'hous', 'media']"
3,BALI ,3,['bali']
3,  ,0,[]
3,BIRMINGHAM ENGL ,2,"['birmingham', 'engl']"
3,Social f I social media detox ,3,"['social', 'f', 'i', 'social', 'media', 'detox']"
2,  ,0,[]
3,travels ,2,['travel']
3,a POLICE VLOG 5 NEW ZEALAND POLICE ,4,"['a', 'polic', 'vlog', '5', 'new', 'zealand', 'polic']"
3,  ,0,[]
5,SAVING A TURTLE ,2,"['save', 'a', 'turtl']"
5,CHASE'SFORTNITE B-DAY Ice Cream FORTNITE Dank Tank ,3,"[""chase'sfortnit"", 'b-day', 'ice', 'cream', 'fortnit', 'dank', 'tank']"
3,"""HOW WE SHOOT FILM PHOTOS"" ",2,"['``', 'how', 'we', 'shoot', 'film', 'photo', ""''""]"
5,A Special Day In My Life ,3,"['a', 'special', 'day', 'in', 'my', 'life']"
4,TRIPLET'S. BIRTH VLOG ,3,"['triplet', ""'s"", '.', 'birth', 'vlog']"
3,KAZAKHSTAN WHO KNEW? ,3,"['kazakhstan', 'who', 'knew', '?']"
5,#AMunmasked ,1,"['#', 'amunmask']"
3,GRWM ,2,['grwm']
4,  ,0,[]
4,Mis XV anos Angela Aguilar ,4,"['mi', 'xv', 'ano', 'angela', 'aguilar']"
4,TEMPLE RUN CHALLENGE ,3,"['templ', 'run', 'challeng']"
3,  ,0,[]
4,DOG WITH A Viog #1 ,3,"['dog', 'with', 'a', 'viog', '#', '1']"
3,48 HOURS IN NORTHERN SPAIN ,3,"['48', 'hour', 'in', 'northern', 'spain']"
4,"College Move-i Vlog @ the University of Oregon, ",3,"['colleg', 'move-i', 'vlog', '@', 'the', 'univers', 'of', 'oregon', ',']"
4,DELHI PART 2 ,3,"['delhi', 'part', '2']"
3,ULTIMATE HERD 7 VLOG SETUP ,3,"['ultim', 'herd', '7', 'vlog', 'setup']"
3,WHAT IS STRUKLI?! CROATIA ,2,"['what', 'is', 'strukli', '?', '!', 'croatia']"
3,a ,4,['a']
5,$188 000 000 MANSION TOUR ,4,"['$', '188', '000', '000', 'mansion', 'tour']"
2,SETTLING IN CANGGU BALI ,3,"['settl', 'in', 'canggu', 'bali']"
5,TRIP TO THE MOUNTAINS ,2,"['trip', 'to', 'the', 'mountain']"
4,  ,0,[]
3,  ,0,[]
2,  ,0,[]
4,N SEASON2 day1 ,2,"['n', 'season2', 'day1']"
4,SOUTH GOA ,2,"['south', 'goa']"
3,  ,0,[]
3,  ,0,[]
3,CAMBRIDGE VLOG 26 COOKING FOR S PEOPLE?!! UNIVERSITYC OF CAMBRIDGE ,3,"['cambridg', 'vlog', '26', 'cook', 'for', 's', 'peopl', '?', '!', '!', 'universityc', 'of', 'cambridg']"
3,coon vlog. VISITING UNIVERSITIES ,3,"['coon', 'vlog', '.', 'visit', 'univers']"
3,#19 ,2,"['#', '19']"
3,A WEEK IN MY LIFE YOU 6 TUE ,2,"['a', 'week', 'in', 'my', 'life', 'you', '6', 'tue']"
3,#AMunmasked ,1,"['#', 'amunmask']"
3,OPEN ,1,['open']
3,  ,0,[]
2,a ,1,['a']
4,  ,0,[]
3,BOYFRIENDS IN 2013 A FAMILY IN 2018 ,3,"['boyfriend', 'in', '2013', 'a', 'famili', 'in', '2018']"
2,MANCHESTER ,2,['manchest']
2,japan vlog #2 HANGING OUT WITH MANA! ,3,"['japan', 'vlog', '#', '2', 'hang', 'out', 'with', 'mana', '!']"
2,CO new hs. ,3,"['co', 'new', 'hs', '.']"
3,  ,0,[]
3,THE FINAL PHASE ,2,"['the', 'final', 'phase']"
3,too MOVE IN DAY ,2,"['too', 'move', 'in', 'day']"
3,you Vlog! ,4,"['you', 'vlog', '!']"
4,  ,0,[]
4,MONSTER PIZZA CHALLENGE ,3,"['monster', 'pizza', 'challeng']"
5,Anayals After School Routine ,3,"['anay', 'after', 'school', 'routin']"
5,bad hair CUT nelVision GARY SHARK THE Viog ,3,"['bad', 'hair', 'cut', 'nelvis', 'gari', 'shark', 'the', 'viog']"
2,Nomad's rails south sweden ,4,"['nomad', ""'s"", 'rail', 'south', 'sweden']"
3,APARTMENT TOUR MOV NGI VLOG #1 ,4,"['apart', 'tour', 'mov', 'ngi', 'vlog', '#', '1']"
3,  ,0,[]
5,DIY VENDING MACHINE Skittles a ,3,"['diy', 'vend', 'machin', 'skittl', 'a']"
2,BANFF alberta ,2,"['banff', 'alberta']"
2,AUSTIN CITY LIMITS ,2,"['austin', 'citi', 'limit']"
5,DOG TOYS BABIES PLAY WITH TOO ,3,"['dog', 'toy', 'babi', 'play', 'with', 'too']"
5,SPECIAL ,2,['special']
5,HALLOWEEN 2018 ,2,"['halloween', '2018']"
3,  ,0,[]
3,House BACK TO DURHAM ,3,"['hous', 'back', 'to', 'durham']"
4,#AMunmasked ,1,"['#', 'amunmask']"
2,VLOG me HOW TO START A COOKING VLOG ,3,"['vlog', 'me', 'how', 'to', 'start', 'a', 'cook', 'vlog']"
4,  ,0,[]
3,MOVING to NYC ,3,"['move', 'to', 'nyc']"
4,Using Madhuri Dixit's Vanity on set TMKOC AN ACTOR'S VLOG PART2 ,3,"['use', 'madhuri', 'dixit', ""'s"", 'vaniti', 'on', 'set', 'tmkoc', 'an', 'actor', ""'s"", 'vlog', 'part2']"
2,FOOD TOUR WHAT TO EAT IN TORONTO ,2,"['food', 'tour', 'what', 'to', 'eat', 'in', 'toronto']"
3,JAIPUR ,2,['jaipur']
3,Follow me around! ,2,"['follow', 'me', 'around', '!']"
4,tinder CHALLENGE ,2,"['tinder', 'challeng']"
5,MIKE'S B -DAY ,2,"['mike', ""'s"", 'b', '-day']"
4,"Muth III Excuse one McMask but Litting its important the the to state that , actually the virginity last after playing Forenties #2 ",3,"['muth', 'iii', 'excus', 'one', 'mcmask', 'but', 'lit', 'it', 'import', 'the', 'the', 'to', 'state', 'that', ',', 'actual', 'the', 'virgin', 'last', 'after', 'play', 'forenti', '#', '2']"
