views,content,area,content_tokens
0,WEEKLY VEAGS CHRISTMAS QUEEN EMU TV ,2,"['weekli', 'veag', 'christma', 'queen', 'emu', 'tv']"
0,  ,0,[]
2,  ,0,[]
3,VLOG ,2,['vlog']
4,APARATOS. IDENTALES ,3,"['aparato', '.', 'idental']"
0,GETTING READY FOR TIHAR ,3,"['get', 'readi', 'for', 'tihar']"
0,SPEND AFEW DAYS WITHME WOOLWORTHS VLOG ,3,"['spend', 'afew', 'day', 'withm', 'woolworth', 'vlog']"
1,Johnsontown Vlog in Saitama ,3,"['johnsontown', 'vlog', 'in', 'saitama']"
2,Vlog#6 ,2,"['vlog', '#', '6']"
1,NHA TRO SINH VIEN TAI TP.HCM NHU' THE NAO REVIEW NHA TRQ CUA MINH ,3,"['nha', 'tro', 'sinh', 'vien', 'tai', 'tp.hcm', 'nhu', ""'"", 'the', 'nao', 'review', 'nha', 'trq', 'cua', 'minh']"
2,SOUNDS OF NATURE A Landour monsoon ,2,"['sound', 'of', 'natur', 'a', 'landour', 'monsoon']"
2,a ,2,['a']
4,i SKALON ON ATENCIO ,3,"['i', 'skalon', 'on', 'atencio']"
3,HIVLOG ULOG ,2,"['hivlog', 'ulog']"
1,  ,0,[]
2,  ,0,[]
0,OF 10 ,2,"['of', '10']"
0,Pak village ,2,"['pak', 'villag']"
4,CMA ,1,['cma']
0,r REC VLOG L J ,2,"['r', 'rec', 'vlog', 'l', 'j']"
0,BLACK VS WHITE ,3,"['black', 'vs', 'white']"
1,Von Zur werdenden Mama ,3,"['von', 'zur', 'werdenden', 'mama']"
1,  ,0,[]
2,Vlog 6 Queenstown ,3,"['vlog', '6', 'queenstown']"
4,(POR ADIOS RAFA ,3,"['(', 'por', 'adio', 'rafa']"
0,ADA ORMANYA'DA SCO NC Vlog You Tube ,3,"['ada', ""ormanya'da"", 'sco', 'nc', 'vlog', 'you', 'tube']"
0,RESULTS AFTER 2 WEEKS Glass Skin Effect Glowing BEFORE blooring AFTER ,3,"['result', 'after', '2', 'week', 'glass', 'skin', 'effect', 'glow', 'befor', 'bloor', 'after']"
0,  ,0,[]
0,THE UNLISTED TRIP Plan-A k LEMURIAN GURU ,2,"['the', 'unlist', 'trip', 'plan-a', 'k', 'lemurian', 'guru']"
1,no ,4,['no']
4,jough! Tesslie Lesslie Se PERION PERFORA ,4,"['jough', '!', 'tessli', 'lessli', 'se', 'perion', 'perfora']"
0,"HOW TO GET A TRAVEL PASS IN TOLEDO CITY, CEBU ",3,"['how', 'to', 'get', 'a', 'travel', 'pass', 'in', 'toledo', 'citi', ',', 'cebu']"
2,1 video par jour pendant 1 mois? C'est mon nouveau defi ,2,"['1', 'video', 'par', 'jour', 'pendant', '1', 'moi', '?', ""c'est"", 'mon', 'nouveau', 'defi']"
4,EXTREME LUBLUBAN CHALLENGE ,3,"['extrem', 'lubluban', 'challeng']"
0,OREO REO ,3,"['oreo', 'reo']"
1,VLOG 1 DEM GAME THU ONLINE ,3,"['vlog', '1', 'dem', 'game', 'thu', 'onlin']"
0,f Sarding Ehi Eh Bey You Tube Sarding Et Bey Sarding Eh Bey Sarding Eh Bey ,3,"['f', 'sard', 'ehi', 'eh', 'bey', 'you', 'tube', 'sard', 'et', 'bey', 'sard', 'eh', 'bey', 'sard', 'eh', 'bey']"
2,Vlog 124 MI VIDA DIARIA EN TURQUIA ,2,"['vlog', '124', 'mi', 'vida', 'diaria', 'en', 'turquia']"
0,"WELCOME TOMY Bevond! Go LIVE STREAMING,DON'T FORGET LIKE AND TO SUBSCRIBE 100% 10am-pinas time ORGANIC PAANGAT PROGRAM SAGING KO SAGING MO SAGING HERE SAGING EVERYWHERE TARA PASOK xn DITO! ",4,"['welcom', 'tomi', 'bevond', '!', 'go', 'live', 'stream', ',', 'do', ""n't"", 'forget', 'like', 'and', 'to', 'subscrib', '100', '%', '10am-pina', 'time', 'organ', 'paangat', 'program', 'sage', 'ko', 'sage', 'mo', 'sage', 'here', 'sage', 'everywher', 'tara', 'pasok', 'xn', 'dito', '!']"
0,shopee gia 49k ,3,"['shope', 'gia', '49k']"
1,MAY BUNGA ANG SAYA! NA!! 11 ,3,"['may', 'bunga', 'ang', 'saya', '!', 'na', '!', '!', '11']"
1,ROB BMW 5 Series ,2,"['rob', 'bmw', '5', 'seri']"
1,NEW! PAPA's LAPTOP! BIRTHDAY! ,3,"['new', '!', 'papa', ""'s"", 'laptop', '!', 'birthday', '!']"
0,Revealing My Boyfriend ,3,"['reveal', 'my', 'boyfriend']"
4,  ,0,[]
0,DELHI KA JANTAR MANTAR 27 a VLOG 4 MASTI TIME ,3,"['delhi', 'ka', 'jantar', 'mantar', '27', 'a', 'vlog', '4', 'masti', 'time']"
0,  ,0,[]
4,KISCO CALM STACK ,2,"['kisco', 'calm', 'stack']"
4,ONE WORLD RADIO ,3,"['one', 'world', 'radio']"
4,Crepes TOKYO try ,2,"['crepe', 'tokyo', 'tri']"
3,MOVING IN to my NYC APARTMENT ,3,"['move', 'in', 'to', 'my', 'nyc', 'apart']"
3,  ,0,[]
4,the VIBES are immaculate ,3,"['the', 'vibe', 'are', 'immacul']"
3,also still first day first college class senior on campus ,3,"['also', 'still', 'first', 'day', 'first', 'colleg', 'class', 'senior', 'on', 'campu']"
3,cafe vlog ,2,"['cafe', 'vlog']"
3,touring colleges! pepperdine chapman azusa pacific ,3,"['tour', 'colleg', '!', 'pepperdin', 'chapman', 'azusa', 'pacif']"
5,INTENSE QUADRUPLETS DELIVERY! ,3,"['intens', 'quadruplet', 'deliveri', '!']"
4,JYP OFFICIAL ,2,"['jyp', 'offici']"
4,  ,0,[]
4,VLOG ,2,['vlog']
4,THE JOY OF QUIET COTTAGE LIFE ,3,"['the', 'joy', 'of', 'quiet', 'cottag', 'life']"
3,Milan ,3,['milan']
2,vlog in Italian #123 ,2,"['vlog', 'in', 'italian', '#', '123']"
4,vlog ,1,['vlog']
3,COLLEGE MOVE IN VLOG! 2020 HAPPY V VANDERBILT UNIVERSITY ,3,"['colleg', 'move', 'in', 'vlog', '!', '2020', 'happi', 'v', 'vanderbilt', 'univers']"
3,college MOVE IN ,3,"['colleg', 'move', 'in']"
4,VLOG 30 ,4,"['vlog', '30']"
3,TREVOR BAUER'S COVID SEASON VLOG 3 ,3,"['trevor', 'bauer', ""'s"", 'covid', 'season', 'vlog', '3']"
3,MOVING VLOG: part one ,2,"['move', 'vlog', ':', 'part', 'one']"
4,K-POP Major Life Daily in College VLOG ,2,"['k-pop', 'major', 'life', 'daili', 'in', 'colleg', 'vlog']"
4,BIRTH VI 1GG ,3,"['birth', 'vi', '1gg']"
4,BIRTH VLOG ,2,"['birth', 'vlog']"
4,WELCOME TO THE BUBBLE VLOG2 ,3,"['welcom', 'to', 'the', 'bubbl', 'vlog2']"
3,  ,0,[]
4,  ,0,[]
4,IRENE 8 SEULGIVLOO MONSTER Ver. ,2,"['iren', '8', 'seulgivloo', 'monster', 'ver', '.']"
4,  ,0,[]
4,  ,0,[]
5,UPSIDE1 DOWN HAIRCUT ,2,"['upside1', 'down', 'haircut']"
4,BEING PREGNANT 24 ,3,"['be', 'pregnant', '24']"
3,TREVOR BAUER'S COVID SEASON VLOG 1 ,3,"['trevor', 'bauer', ""'s"", 'covid', 'season', 'vlog', '1']"
4,  ,0,[]
4,OH DAMN! OFFICIAL MUSIC VIDEO! ,4,"['oh', 'damn', '!', 'offici', 'music', 'video', '!']"
3,LIFE IN KOREA 2400 Daily Vlog EP. 1 ABAND ,3,"['life', 'in', 'korea', '2400', 'daili', 'vlog', 'ep', '.', '1', 'aband']"
4,EXTREME ,2,['extrem']
4,GETTING MARRIED PRANK ,3,"['get', 'marri', 'prank']"
4,LIFE IN THE BUBBLE DAY 1 ,3,"['life', 'in', 'the', 'bubbl', 'day', '1']"
4,VLOG #10 5 ABOVE THE CLOUDS! ,2,"['vlog', '#', '10', '5', 'abov', 'the', 'cloud', '!']"
4,CCTV ,2,['cctv']
4,TRAUMA SURGERY NIGHT SHIFT DR ROLA BARAH ,3,"['trauma', 'surgeri', 'night', 'shift', 'dr', 'rola', 'barah']"
4,DODGEBALL THUNDERDOME ,2,"['dodgebal', 'thunderdom']"
4,  ,0,[]
3,Vlog sa drustvom Prenkujemo mama Dzehvu ,2,"['vlog', 'sa', 'drustvom', 'prenkujemo', 'mama', 'dzehvu']"
4,VLOG #7 1 BINOD ,2,"['vlog', '#', '7', '1', 'binod']"
3,VLOG ,2,['vlog']
4,  ,0,[]
3,Pintando Ropaj con Aneliz ,3,"['pintando', 'ropaj', 'con', 'aneliz']"
3,  ,0,[]
4,of of Picking Wild Fruits Vlog ,3,"['of', 'of', 'pick', 'wild', 'fruit', 'vlog']"
4,VLOG #14 FINALLY SHE AGREEDI ,2,"['vlog', '#', '14', 'final', 'she', 'agreedi']"
3,BRINGING BABY HOME ,3,"['bring', 'babi', 'home']"
4,  ,0,[]
3,Cottage Vlog Let's Make Tea ,3,"['cottag', 'vlog', 'let', ""'s"", 'make', 'tea']"
4,Heaven on Earth ,3,"['heaven', 'on', 'earth']"
4,  ,0,[]
3,ew stop.. no what are you doing SIS ,2,"['ew', 'stop', '..', 'no', 'what', 'are', 'you', 'do', 'si']"
3,papermaking on rainy days cottage Mog ,3,"['papermak', 'on', 'raini', 'day', 'cottag', 'mog']"
5,JEEP SLIDE ,2,"['jeep', 'slide']"
4,ISTANBUL C ,3,"['istanbul', 'c']"
3,JYP OFFICIAL ,2,"['jyp', 'offici']"
4,A B C ,3,"['a', 'b', 'c']"
4,LET'S DANCE ,2,"['let', ""'s"", 'danc']"
3,  ,0,[]
4,WANT ,1,['want']
4,  ,0,[]
4,  ,0,[]
4,EN EL CAMPO DIA DEL PADRE PEPE. AGUILAR EL VLOG 232 ,3,"['en', 'el', 'campo', 'dia', 'del', 'padr', 'pepe', '.', 'aguilar', 'el', 'vlog', '232']"
3,  ,0,[]
2,JEG GIR BORT HUNDEN MIN ,3,"['jeg', 'gir', 'bort', 'hunden', 'min']"
4,Mi Tuong Den Khong LO ,2,"['mi', 'tuong', 'den', 'khong', 'lo']"
4,GUESS WHO? ,2,"['guess', 'who', '?']"
4,JYP OFFICIAL ,2,"['jyp', 'offici']"
4,My Birthday Vlog ,2,"['my', 'birthday', 'vlog']"
4,VLOG #1 ,2,"['vlog', '#', '1']"
4,W JYP OFFICIAL ,2,"['w', 'jyp', 'offici']"
3,VLOG NO COPYRIGHT ,3,"['vlog', 'no', 'copyright']"
3,Folos Fachon con Looardo ,4,"['folo', 'fachon', 'con', 'looardo']"
2,weekly reset routine vlog ,3,"['weekli', 'reset', 'routin', 'vlog']"
3,10 jours EN CORSE ,2,"['10', 'jour', 'en', 'cors']"
3,Playeras Te Dye ,4,"['playera', 'te', 'dye']"
3,ON ,2,['on']
4,EID ALL ADHA 2020 ,2,"['eid', 'all', 'adha', '2020']"
4,My 1st Piercings ,3,"['my', '1st', 'pierc']"
4,  ,0,[]
3,Switzerland ,2,['switzerland']
4,VL G 31 Parlo-C ,4,"['vl', 'g', '31', 'parlo-c']"
3,EXCURSION CON LOS AGUILAR PEPE AGUILAR EL VLOG 227 ,3,"['excurs', 'con', 'lo', 'aguilar', 'pepe', 'aguilar', 'el', 'vlog', '227']"
4,Lilo's PART 2 ,2,"['lilo', ""'s"", 'part', '2']"
4,Agua de Sandia ,3,"['agua', 'de', 'sandia']"
4,I Just Shocked Her ,2,"['i', 'just', 'shock', 'her']"
3,#BitoyStory IA Disney Cruise Viog) ,2,"['#', 'bitoystori', 'ia', 'disney', 'cruis', 'viog', ')']"
3,  ,0,[]
2,  ,0,[]
4,DOES JAKE HAVE WHAT IT TAKES? BROKEN RIB? ,3,"['doe', 'jake', 'have', 'what', 'it', 'take', '?', 'broken', 'rib', '?']"
4,  ,0,[]
4,BINOD ,3,['binod']
4,TYPES OF MAID ,2,"['type', 'of', 'maid']"
4,Steffi Ulagam ,2,"['steffi', 'ulagam']"
2,LOCKDOWN DIARIES ,2,"['lockdown', 'diari']"
4,MALDIVES vlag ,4,"['maldiv', 'vlag']"
4,CREATING SHOE ,3,"['creat', 'shoe']"
4,  ,0,[]
4,  ,0,[]
3,  ,0,[]
4,KAMP! ,2,"['kamp', '!']"
4,  ,0,[]
4,VLOG #3 TOO MUCH GARBAGE ,2,"['vlog', '#', '3', 'too', 'much', 'garbag']"
4,JYP OFFICIAL ,2,"['jyp', 'offici']"
1,COUNTRYSIDE chill travel vlog! ,2,"['countrysid', 'chill', 'travel', 'vlog', '!']"
5,MOST DANGEROUS CITY ,3,"['most', 'danger', 'citi']"
4,  ,0,[]
4,DOING EVERYTHING WRONG 24H ,3,"['do', 'everyth', 'wrong', '24h']"
4,  ,0,[]
4,  ,0,[]
4,  ,0,[]
3,ALEMVE EVTURU ,3,"['alemv', 'evturu']"
4,  ,0,[]
4,MEME Expectations ,2,"['meme', 'expect']"
4,Thach Dua Hau ,2,"['thach', 'dua', 'hau']"
4,TANMAY BHAT COOK OFF ,2,"['tanmay', 'bhat', 'cook', 'off']"
4,Family Tube ,3,"['famili', 'tube']"
4,  ,0,[]
3,  ,0,[]
4,  ,0,[]
4,keo keo khong lo ,2,"['keo', 'keo', 'khong', 'lo']"
4,  ,0,[]
2,SLEEP TIME TO RECHARGE JOURN MEDITAITON ,3,"['sleep', 'time', 'to', 'recharg', 'journ', 'meditaiton']"
4,Banh Oreo ,2,"['banh', 'oreo']"
3,  ,0,[]
4,Banh Corn Dog ,2,"['banh', 'corn', 'dog']"
4,Tron Tim Tren Sa Mac ,3,"['tron', 'tim', 'tren', 'sa', 'mac']"
4,  ,0,[]
3,  ,0,[]
4,n C n FILTER OFFICIAL MUSIC VIDEO JREAMER S D ,3,"['n', 'c', 'n', 'filter', 'offici', 'music', 'video', 'jreamer', 's', 'd']"
4,18 TH BIRTHDAY VLOG ,3,"['18', 'th', 'birthday', 'vlog']"
4,Ga Ran Sieu Nho ,2,"['ga', 'ran', 'sieu', 'nho']"
4,  ,0,[]
4,MY CRUSH ,2,"['my', 'crush']"
4,STICKING ON CEILING ,2,"['stick', 'on', 'ceil']"
4,  ,0,[]
5,MATIONCYOSIO 6 SAO VS ,3,"['mationcyosio', '6', 'sao', 'vs']"
3,MALLORCA 2020 ,3,"['mallorca', '2020']"
2,it finally arrived! ,3,"['it', 'final', 'arriv', '!']"
4,lets move into the dorm!! is ,2,"['let', 'move', 'into', 'the', 'dorm', '!', '!', 'is']"
2,NYC WEEK IN MY LIFE ,2,"['nyc', 'week', 'in', 'my', 'life']"
2,LOG ack Excellence. ,2,"['log', 'ack', 'excel', '.']"
4,PERSONAL ASSISTANT 24H tro ere ,3,"['person', 'assist', '24h', 'tro', 'ere']"
4,Kem Socola BA ,2,"['kem', 'socola', 'ba']"
4,13'ANIVERSARIO LUCTUOSO ANTONIO AGUILAR PEPE AGUILAR EL VLOG 229 ,3,"[""13'aniversario"", 'luctuoso', 'antonio', 'aguilar', 'pepe', 'aguilar', 'el', 'vlog', '229']"
3,IEST ,1,['iest']
4,  ,0,[]
5,6 SAO Sa Mac 0 SAO vs Cam Trai 15 Trieu ,3,"['6', 'sao', 'sa', 'mac', '0', 'sao', 'vs', 'cam', 'trai', '15', 'trieu']"
2,MATRIKS room Tour KEMAS BARANG ,3,"['matrik', 'room', 'tour', 'kema', 'barang']"
3,  ,0,[]
1,VLOG ,2,['vlog']
2,more house updates + delicious meal idea. ,4,"['more', 'hous', 'updat', '+', 'delici', 'meal', 'idea', '.']"
3,gel READY with me ,3,"['gel', 'readi', 'with', 'me']"
4,  ,0,[]
4,CUMPLEANOS DE MI MADRE Flor Silvestro ,3,"['cumpleano', 'de', 'mi', 'madr', 'flor', 'silvestro']"
1,VLOG ,2,['vlog']
4,SPIN THE WHEEL 2 ,3,"['spin', 'the', 'wheel', '2']"
2,HOMEALONE ,2,['homealon']
2,Jacob's vlog ,2,"['jacob', ""'s"", 'vlog']"
4,  ,0,[]
4,  ,0,[]
4,MS 'LE 700 KM! ,3,"['ms', ""'le"", '700', 'km', '!']"
4,  ,0,[]
1,VLOG 30: ? WHAT'S NEXT FOR SAM BETTENS? ,2,"['vlog', '30', ':', '?', 'what', ""'s"", 'next', 'for', 'sam', 'betten', '?']"
3,  ,0,[]
4,LEDITEST LGS VLOG HAVIN RE ,3,"['leditest', 'lg', 'vlog', 'havin', 're']"
4,PARCO AVVENTURAT VLOG ,3,"['parco', 'avventurat', 'vlog']"
4,PUBG CHALLENGE BIZA ,3,"['pubg', 'challeng', 'biza']"
3,  ,0,[]
4,TATILE YOLCULUK VLOG ,3,"['tatil', 'yolculuk', 'vlog']"
4,  ,0,[]
3,LOS AGUILAR EN CUARENTENA PEPE AGUILAR EL VLOG 234 ,3,"['lo', 'aguilar', 'en', 'cuarentena', 'pepe', 'aguilar', 'el', 'vlog', '234']"
1,CLEAN Up DAY Gwyneth's VLOG ,3,"['clean', 'up', 'day', 'gwyneth', ""'s"", 'vlog']"
4,IT'S MY BIRTHDAY Steffi Ulagam ,2,"['it', ""'s"", 'my', 'birthday', 'steffi', 'ulagam']"
2,day in the park & house updates ,2,"['day', 'in', 'the', 'park', '&', 'hous', 'updat']"
2,VLOG! Bella HAS GOTTEN so BIG & WEIGHTLOSS PROGRESS! ,3,"['vlog', '!', 'bella', 'ha', 'gotten', 'so', 'big', '&', 'weightloss', 'progress', '!']"
2,  ,0,[]
1,The Brianna Gabrielle Show SUBSCRIBE ,2,"['the', 'brianna', 'gabriel', 'show', 'subscrib']"
0,  ,0,[]
2,NARUTO THEMED RAMEN SHOP ichiraku ramen!! ,3,"['naruto', 'theme', 'ramen', 'shop', 'ichiraku', 'ramen', '!', '!']"
5,Du Thuyen 1 SAO Thuyen Phao 10 THIOU vs ,3,"['du', 'thuyen', '1', 'sao', 'thuyen', 'phao', '10', 'thiou', 'vs']"
2,EPISODE 16 ,2,"['episod', '16']"
4,UMIYAK SI GRAB KUYA DRIVER ,3,"['umiyak', 'si', 'grab', 'kuya', 'driver']"
0,My flight experience PDX Airport Airport SMF ONT Airport ,3,"['my', 'flight', 'experi', 'pdx', 'airport', 'airport', 'smf', 'ont', 'airport']"
3,  ,0,[]
4,#1 ngay ,2,"['#', '1', 'ngay']"
0,BRIANNA'S Birthday! STH TH ,4,"['brianna', ""'s"", 'birthday', '!', 'sth', 'th']"
1,naprikas krump ,3,"['naprika', 'krump']"
0,H A P P THANK you! ,3,"['h', 'a', 'p', 'p', 'thank', 'you', '!']"
4,Tron Tim Nha Hoang Da Lat ,3,"['tron', 'tim', 'nha', 'hoang', 'da', 'lat']"
4,ke Cream ,1,"['ke', 'cream']"
0,Thank you for watching. ,2,"['thank', 'you', 'for', 'watch', '.']"
3,  ,0,[]
4,"""PLAY DANCING QUEEN!"" ",3,"['``', 'play', 'danc', 'queen', '!', ""''""]"
4,  ,0,[]
1,Food Vlog Karimganj ,3,"['food', 'vlog', 'karimganj']"
4,MMc Itarte M M COMB HV ,3,"['mmc', 'itart', 'm', 'm', 'comb', 'hv']"
0,  ,0,[]
0,aga any ,2,"['aga', 'ani']"
4,LONAVALAVE VIOG SERIES EP2 DOGS SWIMMING DAY ,2,"['lonavalav', 'viog', 'seri', 'ep2', 'dog', 'swim', 'day']"
0,080P SHE TOOK OUR DOG PREC WHAT?! IM SORRY HILFIGER 10:$5:26:30 ,3,"['080p', 'she', 'took', 'our', 'dog', 'prec', 'what', '?', '!', 'im', 'sorri', 'hilfig', '10', ':', '$', '5:26:30']"
4,  ,0,[]
0,PRESELILA SAM SE U ,2,"['preselila', 'sam', 'se', 'u']"
0,  ,0,[]
5,SELVA ,3,['selva']
4,Milo Dam Tran Chau ,2,"['milo', 'dam', 'tran', 'chau']"
5,  ,0,[]
0,SPEND THE DAY WITH ME LIFE OF A MILLENNIAL HOUSEWIFE THE ,3,"['spend', 'the', 'day', 'with', 'me', 'life', 'of', 'a', 'millenni', 'housewif', 'the']"
5,24 HOURS IN THE POOL ,3,"['24', 'hour', 'in', 'the', 'pool']"
0,Opey BAMES OH AYAN ,2,"['opey', 'bame', 'oh', 'ayan']"
0,1st Tlog ino GUSTO ,2,"['1st', 'tlog', 'ino', 'gusto']"
0,fazahath.44 Kay ap ke girlfriend ha nehe Reply ,2,"['fazahath.44', 'kay', 'ap', 'ke', 'girlfriend', 'ha', 'nehe', 'repli']"
2,  ,0,[]
0,VLOG 11 ,4,"['vlog', '11']"
0,Grocery shopping in Mexico ,2,"['groceri', 'shop', 'in', 'mexico']"
1,PURO KAIN SHEREP! LANG! ,3,"['puro', 'kain', 'sherep', '!', 'lang', '!']"
2,WE'RE SLOWLY GETTING THERE ,2,"['we', ""'re"", 'slowli', 'get', 'there']"
4,  ,0,[]
0,  ,0,[]
4,NO ABRAS SIRI A LAS 3 AM SIRI ,3,"['no', 'abra', 'siri', 'a', 'la', '3', 'am', 'siri']"
4,ROADTRIP TO ,2,"['roadtrip', 'to']"
4,4K WALK ,2,"['4k', 'walk']"
2,UMDIA na la minhavida me 3.7 ,3,"['umdia', 'na', 'la', 'minhavida', 'me', '3.7']"
4,Boc Tham 24h Nui ,2,"['boc', 'tham', '24h', 'nui']"
3,OPE ,1,['ope']
0,Plivanje sa kornjacama NA HAVAJIMA ,3,"['plivanj', 'sa', 'kornjacama', 'na', 'havajima']"
0,TRail 5 Hiking ISLAMABAD ,3,"['trail', '5', 'hike', 'islamabad']"
1,  ,0,[]
0,Themo Park + caloma Bridge is SMKCP friends ,3,"['themo', 'park', '+', 'caloma', 'bridg', 'is', 'smkcp', 'friend']"
3,DAII LOG ,3,"['daii', 'log']"
0,  ,0,[]
4,SEROMPE!!! ,3,"['seromp', '!', '!', '!']"
3,  ,0,[]
2,MALAYALAM TECHIES 400K CELEBRATION ,3,"['malayalam', 'techi', '400k', 'celebr']"
0,MUST SEE PLACES IN PORTLAND & SEATTLE ,2,"['must', 'see', 'place', 'in', 'portland', '&', 'seattl']"
2,  ,0,[]
2,  ,0,[]
2,68kg ,2,['68kg']
3,WHAT I ATE FOR A WEEK ,2,"['what', 'i', 'ate', 'for', 'a', 'week']"
2,- 1 2020 VLOG ROOM TOUR ,3,"['-', '1', '2020', 'vlog', 'room', 'tour']"
4,? 24H CHEZ MICHOU arham ,4,"['?', '24h', 'chez', 'michou', 'arham']"
0,  ,0,[]
1,NO BRAND. STORE No GROCERY SHOPPING SOUTH KOREA PRO No ,3,"['no', 'brand', '.', 'store', 'no', 'groceri', 'shop', 'south', 'korea', 'pro', 'no']"
0,  ,0,[]
3,off 1HT \ 21 to No ,2,"['off', '1ht', '\\', '21', 'to', 'no']"
4,  ,0,[]
4,carwow I SS 300+ HUBEO ,3,"['carwow', 'i', 'ss', '300+', 'hubeo']"
4,  ,0,[]
3,  ,0,[]
4,  ,0,[]
2,  ,0,[]
5,P 11 ZA VS ,3,"['p', '11', 'za', 'vs']"
2,Vlog 2020/7/7 #2 7.2% !! ,4,"['vlog', '2020/7/7', '#', '2', '7.2', '%', '!', '!']"
4,  ,0,[]
2,  ,0,[]
1,COMPRASDOMES you NOITE DO PASTEL ,3,"['comprasdom', 'you', 'noit', 'do', 'pastel']"
2,Contract to the internet A ,2,"['contract', 'to', 'the', 'internet', 'a']"
0,"HANA YANG VLOGS NAEYEONSAN. POHANG, KOREA. ",3,"['hana', 'yang', 'vlog', 'naeyeonsan', '.', 'pohang', ',', 'korea', '.']"
4,  ,0,[]
5,NOS RECONOGE ?? HERMANA REGRESA ,3,"['no', 'reconog', '?', '?', 'hermana', 'regresa']"
0,VLOG 01 110 Years old ,3,"['vlog', '01', '110', 'year', 'old']"
0,S ,2,['s']
0,  ,0,[]
4,Cine 3 ,3,"['cine', '3']"
0,o Amsterdam Vibes ,3,"['o', 'amsterdam', 'vibe']"
1,WEEDING VLOG ,2,"['weed', 'vlog']"
0,It VVog ,3,"['it', 'vvog']"
4,  ,0,[]
0,1 MAS AD PROJEK KOKO S1K3T3 2019/2020 ,3,"['1', 'ma', 'ad', 'projek', 'koko', 's1k3t3', '2019/2020']"
0,GCASH mo WALANG LAMAN?? CHIELVLOGS ,3,"['gcash', 'mo', 'walang', 'laman', '?', '?', 'chielvlog']"
2,  ,0,[]
2,67kg ,3,['67kg']
0,O SUERO Vlog ,3,"['o', 'suero', 'vlog']"
0,Smile ,2,['smile']
2,#1 gwangju wando vlog ,2,"['#', '1', 'gwangju', 'wando', 'vlog']"
4,CUMPLEANOS KAREN ,3,"['cumpleano', 'karen']"
0,1515 ,1,['1515']
4,  ,0,[]
0,MY DREAM CAR!! ,2,"['my', 'dream', 'car', '!', '!']"
0,WHISPER CHALLENGE ,2,"['whisper', 'challeng']"
1,X- ,3,['x-']
0,Pantai Asbab Tegal salam Darussalam- Eretan ,2,"['pantai', 'asbab', 'tegal', 'salam', 'darussalam-', 'eretan']"
0,WELCOME TOMY Bevered Go LIVE STREAMING DON'T FORGET TO LIKE AND SUBSCRIBE 100% 10am-pines time ORGANIC PAANGAT PROGRAM SAGING MO SAGING HERE SAGING EVERYWHERE TARA PASON KA DITO! ,4,"['welcom', 'tomi', 'bever', 'go', 'live', 'stream', 'do', ""n't"", 'forget', 'to', 'like', 'and', 'subscrib', '100', '%', '10am-pin', 'time', 'organ', 'paangat', 'program', 'sage', 'mo', 'sage', 'here', 'sage', 'everywher', 'tara', 'pason', 'ka', 'dito', '!']"
2,HACER AMIGOS EN EL EXTRANJERO ,4,"['hacer', 'amigo', 'en', 'el', 'extranjero']"
0,"WELCOME TOMY Bevond! Go LIVE STREAMING,DON'T FORGET LIKE AND TO SUBSCRIBE 100% 10am-pinas time ORGANIC PAANGAT PROGRAM SAGING KO SAGING MO SAGING HERE SAGING EVERYWHERE TARA PASOK xn DITO! ",4,"['welcom', 'tomi', 'bevond', '!', 'go', 'live', 'stream', ',', 'do', ""n't"", 'forget', 'like', 'and', 'to', 'subscrib', '100', '%', '10am-pina', 'time', 'organ', 'paangat', 'program', 'sage', 'ko', 'sage', 'mo', 'sage', 'here', 'sage', 'everywher', 'tara', 'pasok', 'xn', 'dito', '!']"
0,"WELCOME TOMY Bevond! Go LIVE STREAMING,DON'T FORGET LIKE AND TO SUBSCRIBE 100% 10am-pinas time ORGANIC PAANGAT PROGRAM SAGING KO SAGING MO SAGING HERE SAGING EVERYWHERE TARA PASOK xn DITO! ",4,"['welcom', 'tomi', 'bevond', '!', 'go', 'live', 'stream', ',', 'do', ""n't"", 'forget', 'like', 'and', 'to', 'subscrib', '100', '%', '10am-pina', 'time', 'organ', 'paangat', 'program', 'sage', 'ko', 'sage', 'mo', 'sage', 'here', 'sage', 'everywher', 'tara', 'pasok', 'xn', 'dito', '!']"
2,  ,0,[]
0,  ,0,[]
3,  ,0,[]
0,is a 11 KINEMASTER Mide with v ,2,"['is', 'a', '11', 'kinemast', 'mide', 'with', 'v']"
0,MOJITO COOL DRINK Healthy Drink ,3,"['mojito', 'cool', 'drink', 'healthi', 'drink']"
2,REALITY HERE Vlog 2 Queenstown 1 2 2 ,3,"['realiti', 'here', 'vlog', '2', 'queenstown', '1', '2', '2']"
1,Tom Nurong Dira ,3,"['tom', 'nurong', 'dira']"
0,Vlog two ,2,"['vlog', 'two']"
3,VLOGGING 101 ,3,"['vlog', '101']"
4,I ,2,['i']
4,[PLAYLIST LIVE] ,2,"['[', 'playlist', 'live', ']']"
2,slowing down ,2,"['slow', 'down']"
4,VLOG *emotional* EVERY 1 BLANK) EVER ,3,"['vlog', '*', 'emot', '*', 'everi', '1', 'blank', ')', 'ever']"
4,vlog ,1,['vlog']
3,RS ,1,['rs']
3,JYP OFFICIAL ,2,"['jyp', 'offici']"
3,cafe vlog ,2,"['cafe', 'vlog']"
4,  ,0,[]
3,cafe vlog ,2,"['cafe', 'vlog']"
